White rating,Black rating,White result,Black result,Victory by checkmate,Victory by time,Victory by resignation,Opposite side castling,Other development
1998,2070,1,0,0,1,0,1,0
2072,1996,0.5,0.5,0,0,0,0,1
1986,2082,1,0,0,0,1,0,1
2076,1992,1,0,1,0,0,0,1
1982,2086,1,0,0,1,0,1,0
2088,1980,0.5,0.5,0,0,0,0,1
1986,2082,0,1,1,0,0,0,1
2076,1992,1,0,1,0,0,0,1
1998,2070,0,1,1,0,0,0,1
2080,1988,0,1,0,0,1,0,1
2012,152,0,1,1,0,0,0,1
2075,1960,1,0,1,0,0,0,1
1966,2069,0,1,1,0,0,0,1
1972,2061,0,1,1,0,0,0,1
1988,267,0,1,1,0,0,0,1
2055,1978,1,0,1,0,0,1,0
1968,2065,1,0,1,0,0,0,1
2059,1974,1,0,1,0,0,0,1
1980,2053,0,1,1,0,0,0,1
2063,1970,0,1,0,0,1,1,0
2961,1401,1,0,0,0,1,0,1
1931,2074,1,0,0,1,0,0,1
1915,2374,0,1,0,0,1,0,1
2069,1936,1,0,1,0,0,1,0
1941,2064,0,1,1,0,0,0,1
2058,1947,1,0,1,0,0,0,1
1953,2047,0,1,1,0,0,1,0
2041,1959,1,0,1,0,0,1,0
1957,2043,0.5,0.5,0,0,0,1,0
2037,1963,1,0,1,0,0,1,0
1961,2039,0.5,0.5,0,0,0,0,1
1118,2961,0,1,0,0,0,0,1
2920,1132,1,0,1,0,0,0,1
2967,397,0.5,0.5,0,0,0,0,1
2961,289,0.5,0.5,0,0,0,0,1
2967,402,0.5,0.5,0,0,0,0,1
2961,291,0.5,0.5,0,0,0,0,1
2967,408,0.5,0.5,0,0,0,0,1
2962,360,0.5,0.5,0,0,0,0,1
1992,2372,0,1,0,0,1,0,1
2370,1994,1,0,0,0,1,0,1
1996,2368,0,1,0,0,1,0,1
2366,1998,1,0,0,0,1,0,1
2000,2364,0,1,0,0,1,0,1
2362,2002,1,0,0,0,1,0,1
2918,413,0.5,0.5,0,0,0,0,1
2004,2366,0,1,0,0,1,0,1
2964,364,0.5,0.5,0,0,0,0,1
2188,2880,0,1,0,1,0,0,1
2880,2189,1,0,0,0,1,0,1
2374,2160,0,1,0,0,1,0,1
2423,315,1,0,1,0,0,1,0
2169,2370,0,1,0,0,1,0,1
2888,2149,0.5,0.5,0,0,0,0,1
2272,316,1,0,0,0,1,0,1
2149,2964,0,1,0,0,0,0,1
2420,2156,1,0,0,0,0,0,1
2964,1116,1,0,1,0,0,0,1
2135,2972,0.5,0.5,0,0,0,0,1
2972,2135,1,0,0,1,0,0,1
2352,368,0.5,0.5,0,0,0,0,1
2135,2972,0,1,0,0,0,0,1
2972,2135,1,0,0,1,0,1,0
2136,2888,0,1,0,1,0,0,1
2896,2115,0.5,0.5,0,0,0,1,0
2260,318,0,1,0,0,1,0,1
2356,372,0,1,0,0,1,0,1
2903,292,1,0,0,0,1,0,1
2961,327,0.5,0.5,0,0,0,0,1
2122,2417,0,1,0,0,1,0,1
2414,2129,1,0,0,1,0,0,1
2130,2902,0,1,0,1,0,0,1
2972,2130,1,0,0,0,0,0,1
2131,2902,0,1,0,0,1,0,1
2902,2132,1,0,0,0,1,0,1
2133,2902,0,1,0,1,0,0,1
2902,2134,1,0,0,0,1,0,1
2135,2902,0,1,0,0,1,0,1
2902,2136,1,0,0,0,1,0,1
2352,2147,1,0,0,0,1,0,1
1552,2902,0,1,0,1,0,0,1
2902,1657,1,0,0,0,1,0,1
2148,2902,0,1,0,0,0,0,1
2910,2123,0.5,0.5,0,0,0,1,0
2098,2918,0.5,0.5,0,0,0,0,1
2133,2048,1,0,1,0,0,0,1
2918,2098,1,0,0,0,1,0,1
2739,373,0,1,0,0,1,0,1
2098,2918,0,1,0,0,1,0,1
2788,388,1,0,0,0,1,0,1
2224,180,0,1,0,0,1,0,1
1669,320,1,0,1,0,0,0,1
2268,348,1,0,0,0,1,0,1
2653,264,1,0,0,0,1,0,1
2352,136,0,1,1,0,0,0,1
1847,324,1,0,0,0,1,1,0
2782,321,0,1,0,0,1,0,1
2918,2098,1,0,0,0,1,0,1
2737,374,0,1,0,0,1,0,1
2354,265,1,0,0,0,1,0,1
2073,2926,0.5,0.5,0,0,0,0,1
2357,392,1,0,0,0,1,0,1
2780,325,0,1,0,0,1,0,1
2647,322,0,1,0,0,1,0,1
2222,265,1,0,1,0,0,1,0
2270,349,1,0,0,0,1,1,0
2926,2073,1,0,0,0,1,0,1
2779,268,0,1,1,0,0,0,1
2370,1701,1,0,0,0,1,0,1
2223,395,1,0,0,0,1,0,1
2645,325,0,1,0,0,1,0,1
2037,265,1,0,1,0,0,0,1
2355,326,0,1,1,0,0,0,1
2037,397,1,0,0,0,1,0,1
2779,253,0,1,0,0,1,0,1
2234,324,1,0,1,0,0,0,1
2645,268,0,1,1,0,0,0,1
2735,375,0,1,0,0,1,1,0
1997,265,1,0,0,0,1,0,1
2348,268,0,1,1,0,0,0,1
2001,2002,1,0,1,0,0,0,1
2779,146,0,1,0,0,1,0,1
1997,397,1,0,0,0,1,0,1
2041,326,1,0,0,0,1,0,1
2019,265,1,0,0,0,1,0,1
2645,253,0,1,0,0,1,0,1
2045,328,1,0,1,0,0,0,1
2344,253,0,1,0,0,1,0,1
2019,398,1,0,1,0,0,1,0
2779,236,0,1,0,0,1,0,1
2226,270,0,1,1,0,0,1,0
1894,265,1,0,1,0,0,0,1
2001,327,1,0,0,0,1,0,1
2645,146,0,1,0,0,1,0,1
2264,349,0.5,0.5,0,0,0,0,1
1894,398,1,0,0,0,1,0,1
2779,212,0,1,0,0,1,0,1
2005,330,1,0,0,0,1,0,1
2340,146,0,1,0,0,1,0,1
2023,328,1,0,0,0,1,0,1
2218,254,0,1,0,0,1,0,1
2645,236,0,1,1,0,0,0,1
1858,265,1,0,0,0,1,0,1
2058,255,1,0,1,0,0,0,1
2337,236,0,1,1,0,0,0,1
2779,182,0,1,0,0,1,0,1
2027,333,1,0,0,0,1,0,1
1858,398,1,0,0,0,1,0,1
1896,330,1,0,1,0,0,0,1
2210,146,0,1,0,0,1,0,1
2741,376,0,1,0,0,1,0,1
1811,265,1,0,0,0,1,0,1
1999,271,0.5,0.5,0,0,0,1,0
2645,212,0,1,0,0,1,0,1
2335,212,0,1,0,0,1,0,1
2007,1993,0,1,1,0,0,0,1
2779,136,0,1,1,0,0,0,1
2068,146,1,0,0,0,1,0,1
1811,399,1,0,0,0,1,0,1
2036,1974,1,0,1,0,0,0,1
1147,2926,0,1,1,0,0,0,1
1898,335,1,0,0,0,1,0,1
1742,2370,0,1,0,0,1,0,1
2206,236,0,1,0,0,1,0,1
1693,265,1,0,1,0,0,0,1
2013,273,0,1,0,0,1,1,0
1860,330,1,0,1,0,0,0,1
2645,182,0,1,0,0,1,0,1
2333,182,0,1,0,0,1,0,1
1862,336,1,0,0,0,1,0,1
1693,399,1,0,1,0,0,1,0
2005,256,0,1,0,0,1,0,1
2266,350,1,0,0,0,1,0,1
1813,331,1,0,0,0,1,1,0
2202,212,0,1,0,0,1,0,1
2645,136,0,1,1,0,0,0,1
2045,2013,0,1,0,1,0,1,0
2015,146,1,0,0,0,1,0,1
2004,2054,1,0,0,0,1,0,1
2926,1701,1,0,0,0,1,1,0
2064,1994,0,1,0,1,0,1,0
1701,2972,0,1,0,0,1,0,1
2739,377,0,1,0,0,1,0,1
1992,2066,0.5,0.5,0,0,0,0,1
2972,1798,1,0,1,0,0,0,1
2059,1999,1,0,1,0,0,1,0
2006,2052,0,1,1,0,0,0,1
2268,351,1,0,0,0,1,0,1
2053,2005,0.5,0.5,0,0,0,0,1
2004,2054,0.5,0.5,0,0,0,1,0
2064,1994,0,1,0,1,0,0,1
2742,328,1,0,1,0,0,0,1
1975,2056,0,1,1,0,0,0,1
1997,2049,0,1,1,0,0,0,1
2132,2328,0,1,0,0,0,0,1
2059,1987,0,1,0,0,1,0,1
2267,332,0.5,0.5,0,0,0,0,1
2069,1965,0,1,0,0,1,0,1
2771,352,0,1,1,0,0,0,1
1993,2063,0,1,1,0,0,0,1
2056,2000,1,0,1,0,0,0,1
1990,2066,1,0,0,1,0,0,1
2768,364,0.5,0.5,0,0,0,1,0
2060,1985,1,0,1,0,0,0,1
1992,2053,0,1,1,0,0,0,1
1720,2645,0,1,0,0,1,1,0
2322,380,0,1,0,0,1,0,1
2923,266,0.5,0.5,0,0,0,0,1
2054,1991,0.5,0.5,0,0,0,0,1
2645,1555,1,0,0,0,1,0,1
1993,2047,0,1,1,0,0,0,1
1555,2645,0,1,0,0,1,0,1
1791,2972,0,1,1,0,0,0,1
2645,1555,1,0,0,0,1,0,1
2040,1998,1,0,1,0,0,0,1
2005,2033,0,1,1,0,0,1,0
2369,1720,1,0,1,0,0,0,1
1935,2199,0,1,1,0,0,0,1
2196,1938,1,0,1,0,0,0,1
2011,2022,1,0,1,0,0,0,1
2014,2019,1,0,0,1,0,0,1
2011,2022,1,0,1,0,0,1,0
2014,2019,1,0,0,0,1,0,1
2027,2006,0,1,0,0,1,1,0
1997,2036,1,0,0,0,1,0,1
2045,1988,0,1,0,0,1,0,1
1898,2922,0,1,0,0,1,0,1
2193,1919,1,0,0,0,1,0,1
2367,2313,0,1,0,0,0,0,1
1943,2057,0,1,0,0,1,0,1
2321,2320,0,1,0,0,1,1,0
2254,2331,1,0,0,0,1,0,1
1976,2038,0,1,1,0,0,0,1
2342,2160,0,1,0,0,1,0,1
2031,2383,1,0,0,0,1,0,1
2031,1978,1,0,1,0,0,0,1
1985,2024,0,1,1,0,0,0,1
2031,224,0,1,1,0,0,0,1
2017,1992,1,0,1,0,0,1,0
1983,2026,1,0,0,0,1,0,1
2035,1974,0,1,0,0,1,1,0
1990,299,1,0,1,0,0,0,1
2645,1508,1,0,0,0,0,0,1
1997,2022,0,1,1,0,0,0,1
2031,1988,0,1,0,0,1,0,1
1979,2040,1,0,0,1,0,0,1
2033,1986,1,0,1,0,0,0,1
1985,2034,0.5,0.5,0,0,0,0,1
2027,1992,1,0,1,0,0,0,1
2383,1701,1,0,1,0,0,0,1
2041,1981,0,1,0,1,0,1,0
1980,2042,0.5,0.5,0,0,0,0,1
2035,1987,1,0,1,0,0,0,1
1977,2045,1,0,0,0,1,1,0
2038,1984,1,0,1,0,0,1,0
1983,2039,0.5,0.5,0,0,0,0,1
2032,1990,1,0,1,0,0,1,0
1997,2025,0,1,1,0,0,0,1
2034,1988,0,1,0,1,0,0,1
1987,2027,0,1,1,0,0,0,1
2018,2066,1,0,0,0,1,0,1
1989,2013,0,1,1,0,0,0,1
2022,1980,0,1,0,0,1,0,1
1987,2015,0,1,1,0,0,0,1
2024,1978,0,1,1,0,0,1,0
1969,2033,1,0,0,0,1,1,0
2026,1976,1,0,1,0,0,1,0
1983,2019,0,1,1,0,0,0,1
2028,1974,0,1,1,0,0,1,0
1981,2021,0,1,1,0,0,0,1
2030,1972,0,1,0,0,1,0,1
1971,2031,0.5,0.5,0,0,0,0,1
2032,1970,0.5,0.5,0,0,0,1,0
2962,326,0.5,0.5,0,0,0,0,1
2920,290,0.5,0.5,0,0,0,0,1
1969,2033,0.5,0.5,0,0,0,0,1
2026,1976,1,0,1,0,0,1,0
1983,2019,0,1,1,0,0,0,1
2011,1991,1,0,1,0,0,0,1
1999,2003,0,1,1,0,0,0,1
2012,1990,0,1,0,0,1,0,1
2956,329,0,1,0,0,1,0,1
1981,2021,1,0,0,0,1,1,0
2022,1980,0.5,0.5,0,0,0,1,0
1987,2015,0,1,1,0,0,0,1
2007,1995,1,0,1,0,0,0,1
1986,2016,1,0,0,0,1,0,1
2935,292,1,0,0,0,1,0,1
2008,1994,1,0,1,0,0,0,1
1994,2008,0.5,0.5,0,0,0,1,0
2017,1985,0,1,0,1,0,0,1
1984,2018,0.5,0.5,0,0,0,0,1
2948,332,0.5,0.5,0,0,0,0,1
2943,294,1,0,0,0,1,0,1
1795,2645,0,1,0,0,1,0,1
2940,334,0.5,0.5,0,0,0,0,1
2935,296,0,1,0,0,1,0,1
1947,2190,0,1,0,1,0,0,1
1996,2010,0,1,1,0,0,0,1
2002,2004,1,0,1,0,0,1,0
2935,1102,1,0,1,0,0,0,1
2004,2002,0.5,0.5,0,0,0,0,1
2935,1550,1,0,1,0,0,0,1
1550,2935,0,1,0,0,1,1,0
2935,1211,1,0,0,0,1,0,1
2009,253,1,0,1,0,0,0,1
1569,2935,0,1,0,1,0,0,1
2935,1569,1,0,0,0,1,0,1
1947,2072,0,1,0,0,1,0,1
1129,2935,0,1,0,0,0,0,1
2186,1967,1,0,0,1,0,0,1
2340,1969,1,0,0,1,0,0,1
2935,1495,1,0,0,0,1,0,1
1969,2935,0,1,0,0,1,0,1
1977,2066,0,1,0,0,1,0,1
2927,261,0.5,0.5,0,0,0,0,1
1836,2382,0,1,0,0,1,0,1
2645,1808,1,0,0,0,1,0,1
2766,365,1,0,0,0,1,1,0
2935,1088,1,0,1,0,0,0,1
2391,2015,1,0,0,0,1,0,1
2389,2075,1,0,0,0,1,0,1
2190,2385,0,1,0,0,1,0,1
1990,2085,1,0,1,0,0,0,1
2381,2194,1,0,0,0,1,0,1
2088,2378,0,1,1,0,0,0,1
2376,1994,1,0,1,0,0,0,1
2017,2032,1,0,0,0,1,0,1
2645,1555,1,0,0,0,1,0,1
1555,2645,0,1,0,0,1,0,1
1991,2380,0,1,0,0,1,0,1
2378,1993,1,0,0,0,1,0,1
1995,2376,0,1,0,0,1,0,1
2374,1997,1,0,0,0,1,0,1
1999,2372,0,1,0,0,1,0,1
2370,2001,1,0,0,0,1,0,1
1992,2368,0,1,0,0,1,0,1
2935,1099,1,0,1,0,0,0,1
2366,1994,1,0,0,0,1,0,1
1099,2935,0,1,1,0,0,0,1
1996,2364,0,1,0,0,1,0,1
2362,1998,1,0,0,0,1,0,1
2000,2360,0,1,0,0,1,0,1
2358,2002,1,0,0,0,1,0,1
2042,149,1,0,1,0,0,1,0
2004,2356,0,1,0,0,1,0,1
2354,2006,1,0,0,0,1,0,1
2952,260,0.5,0.5,0,0,0,0,1
2269,299,0,1,0,0,1,0,1
2008,2352,0,1,0,0,1,0,1
2750,295,0,1,0,1,0,0,1
2358,2002,0.5,0.5,0,0,0,0,1
2268,1764,1,0,0,0,0,0,1
2922,335,0.5,0.5,0,0,0,0,1
2680,261,0.5,0.5,0,0,0,0,1
1719,2935,0,1,0,0,1,0,1
2935,1720,1,0,0,1,0,0,1
2341,348,1,0,0,0,1,0,1
2748,334,0,1,0,0,1,0,1
2343,349,1,0,0,0,1,0,1
2746,335,0,1,0,0,1,1,0
2345,350,1,0,0,0,1,1,0
2743,336,0,1,0,0,1,0,1
2349,351,1,0,0,0,1,0,1
1717,2935,0,1,0,0,0,0,1
2739,337,0,1,0,0,1,0,1
2353,352,1,0,0,0,1,1,0
2935,1445,1,0,1,0,0,1,0
1445,2935,0,1,0,0,1,0,1
2735,338,0,1,0,0,1,0,1
2935,1445,1,0,1,0,0,1,0
1445,2935,0,1,0,0,1,0,1
2935,1445,1,0,1,0,0,0,1
1343,2935,0,1,0,0,1,1,0
2006,2004,0,1,0,0,1,1,0
2053,1989,0,1,0,0,1,0,1
2000,2046,0,1,0,0,0,0,1
2645,1437,1,0,0,0,1,0,1
2580,335,1,0,0,0,1,0,1
2357,354,1,0,0,0,1,0,1
2917,261,0,1,0,0,1,0,1
2731,339,0,1,0,0,1,0,1
2361,355,1,0,0,0,1,0,1
2727,340,0,1,0,0,1,0,1
2753,368,0.5,0.5,0,0,0,0,1
2365,356,1,0,0,0,1,0,1
2731,341,0.5,0.5,0,0,0,0,1
2361,358,1,0,0,0,1,0,1
2733,370,1,0,0,0,1,1,0
1988,252,0,1,0,0,1,0,1
2913,360,0,1,1,0,0,0,1
2638,446,0,1,0,0,1,0,1
2743,342,0.5,0.5,0,0,0,0,1
2594,395,1,0,0,0,1,0,1
2348,363,0.5,0.5,0,0,0,0,1
2640,453,1,0,0,0,1,1,0
2029,156,0,1,1,0,0,0,1
2749,343,0,1,0,0,1,0,1
2592,400,1,0,0,0,1,0,1
2177,1950,1,0,0,0,1,0,1
1954,2173,0,1,1,0,0,0,1
2169,1958,1,0,1,0,0,0,1
2931,460,0,1,0,0,1,1,0
2350,364,1,0,0,0,1,0,1
2588,336,0.5,0.5,0,1,0,0,1
2755,344,0.5,0.5,0,0,0,1,0
2344,365,1,0,0,0,1,0,1
2765,402,1,0,1,0,0,0,1
2082,1990,0,1,0,0,1,0,1
2977,262,0.5,0.5,0,0,0,0,1
2752,415,1,0,0,0,1,0,1
2093,1977,0,1,0,0,1,0,1
1701,2358,0,1,0,0,1,0,1
2975,336,0.5,0.5,0,0,0,0,1
2103,302,1,0,0,0,1,0,1
2357,1768,1,0,1,0,0,0,1
2165,1973,1,0,1,0,0,0,1
2943,419,1,0,0,0,1,0,1
2943,1156,1,0,0,0,0,0,1
2753,321,0.5,0.5,0,0,0,1,0
2716,263,1,0,1,0,0,0,1
1704,2943,0,1,0,0,1,0,1
2097,1989,1,0,0,0,1,0,1
2588,1776,1,0,0,0,1,0,1
2943,1126,1,0,1,0,0,0,1
2588,1532,1,0,1,0,0,0,1
2943,292,0.5,0.5,0,0,0,0,1
2973,339,1,0,0,0,1,0,1
2933,295,0.5,0.5,0,0,0,0,1
2975,342,0.5,0.5,0,0,0,0,1
1713,2588,0,1,1,0,0,0,1
2931,297,0.5,0.5,0,0,0,0,1
2977,345,0.5,0.5,0,0,0,0,1
2920,299,0,1,0,0,1,0,1
2989,348,0.5,0.5,0,0,0,0,1
1803,2588,0,1,0,0,1,0,1
2748,633,0.5,0.5,0,0,0,1,0
1890,2124,0,1,0,1,0,0,1
2663,262,0,1,0,0,1,0,1
2119,1893,1,0,0,1,0,0,1
2916,300,0.5,0.5,0,0,0,0,1
1888,2124,0.5,0.5,0,0,0,0,1
2993,351,0.5,0.5,0,0,0,1,0
2357,1659,1,0,1,0,0,0,1
1720,2587,0,1,0,1,0,0,1
2118,1891,1,0,0,1,0,0,1
1660,2357,0,1,1,0,0,0,1
2357,1661,1,0,0,1,0,1,0
1886,2123,0.5,0.5,0,0,0,1,0
2920,302,1,0,0,0,1,0,1
1662,2357,0,1,0,0,1,0,1
2128,1881,0.5,0.5,0,0,0,0,1
2989,355,0.5,0.5,0,0,0,1,0
2916,304,0.5,0.5,0,0,0,0,1
2984,358,0,1,0,0,1,0,1
2922,306,0.5,0.5,0,0,0,0,1
2308,2619,0,1,0,0,0,0,1
2625,2175,0.5,0.5,0,0,0,0,1
2987,362,0.5,0.5,0,0,0,0,1
2927,309,1,0,0,0,1,0,1
2981,365,0.5,0.5,0,0,0,0,1
2204,2623,0,1,0,1,0,0,1
1111,2926,0,1,1,0,0,0,1
2630,2008,0.5,0.5,0,0,0,0,1
2021,2629,0,1,0,0,1,0,1
2926,1100,1,0,1,0,0,0,1
2969,367,0.5,0.5,0,0,0,0,1
2345,364,1,0,0,0,1,0,1
2763,341,0,1,0,0,1,0,1
2624,369,0.5,0.5,0,0,0,0,1
2932,423,1,0,0,0,1,0,1
2772,261,1,0,1,0,0,0,1
2347,367,1,0,0,0,1,0,1
2931,311,0.5,0.5,0,0,0,0,1
2770,342,0,1,0,0,1,0,1
2983,372,0.5,0.5,0,0,0,0,1
2924,406,0.5,0.5,0,0,0,0,1
2937,313,1,0,0,0,1,0,1
2753,371,1,0,0,0,1,0,1
2977,377,0.5,0.5,0,0,0,0,1
2915,262,0,1,0,0,1,0,1
2935,315,0.5,0.5,0,0,0,1,0
2979,381,0.5,0.5,0,0,0,0,1
1720,2618,0,1,0,0,1,0,1
2933,318,0.5,0.5,0,0,0,0,1
2981,385,0.5,0.5,0,0,0,0,1
1872,2128,0,1,1,0,0,0,1
2931,320,0.5,0.5,0,0,0,0,1
2633,2010,0,1,0,0,1,0,1
2975,390,0,1,0,1,0,0,1
2114,2016,0.5,0.5,0,0,0,1,0
2937,323,0.5,0.5,0,0,0,0,1
1704,2357,0,1,0,0,1,1,0
2357,1704,1,0,1,0,0,0,1
1704,2357,0,1,0,0,1,0,1
2027,2632,0,1,0,1,0,0,1
2977,394,0.5,0.5,0,0,0,0,1
2630,2048,1,0,1,0,0,0,1
1392,2936,0,1,1,0,0,0,1
1716,2638,0.5,0.5,0,0,0,1,0
2915,397,0.5,0.5,0,0,0,0,1
2936,376,0.5,0.5,0,0,0,0,1
2350,319,1,0,0,0,1,0,1
2638,1720,1,0,0,0,1,0,1
2712,341,0,1,0,0,1,0,1
2910,261,0,1,0,0,1,0,1
1353,2936,0,1,1,0,0,0,1
1945,2170,1,0,0,0,1,0,1
2638,1665,1,0,1,0,0,0,1
2100,1950,1,0,0,0,0,0,1
2764,320,0.5,0.5,0,0,0,0,1
2710,262,0.5,0.5,0,0,0,0,1
1955,2095,0,1,1,0,0,0,1
2090,1960,1,0,1,0,0,0,1
1973,446,1,0,0,0,1,0,1
1665,2936,0,1,1,0,0,0,1
2542,1704,1,0,0,0,1,0,1
2936,1665,1,0,0,1,0,0,1
2243,2177,1,0,1,0,0,0,1
1999,447,1,0,1,0,0,0,1
2540,153,0,1,0,0,1,1,0
1189,2936,0,1,0,1,0,0,1
1784,2936,0,1,0,0,0,0,1
2766,323,0.5,0.5,0,0,0,0,1
2716,262,1,0,1,0,0,0,1
2173,1964,1,0,1,0,0,0,1
1968,2169,0,1,1,0,0,0,1
1440,2936,0,1,1,0,0,0,1
2936,1440,1,0,0,0,1,0,1
2539,154,0,1,1,0,0,0,1
2011,273,0,1,0,0,1,0,1
2768,325,1,0,0,1,0,0,1
2773,401,1,0,0,0,1,0,1
2935,263,0.5,0.5,0,0,0,0,1
2765,405,0.5,0.5,0,0,0,0,1
1984,448,1,0,1,0,0,1,0
2935,264,0,1,0,0,1,0,1
2362,368,1,0,0,0,1,0,1
2004,2008,1,0,1,0,0,0,1
2016,1996,0,1,1,0,0,0,1
1987,2025,1,0,1,0,0,0,1
2034,1978,0,1,1,0,0,1,0
2027,448,0.5,0.5,0,0,0,1,0
1985,2020,0,1,0,1,0,1,0
2029,1976,0,1,1,0,0,1,0
1983,2022,0,1,0,1,0,0,1
2769,341,0,1,0,0,1,0,1
2023,1982,0.5,0.5,0,0,0,0,1
2544,272,0,1,0,0,1,0,1
2770,326,0.5,0.5,0,0,0,0,1
2356,366,0.5,0.5,0,0,0,0,1
1986,449,1,0,0,0,1,0,1
1989,2016,0,1,0,0,1,0,1
1957,2103,1,0,1,0,0,0,1
2008,1997,1,0,1,0,0,0,1
2704,264,0.5,0.5,0,0,0,0,1
2782,329,1,0,0,0,1,0,1
2692,266,0.5,0.5,0,0,0,0,1
2786,332,0.5,0.5,0,0,0,0,1
2696,267,1,0,1,0,0,0,1
2005,2000,0,1,0,0,1,1,0
1992,2013,1,0,0,0,1,1,0
2014,1991,0.5,0.5,0,0,0,0,1
1990,2015,0.5,0.5,0,0,0,0,1
2024,1981,0,1,0,0,1,0,1
1988,2017,0,1,1,0,0,0,1
2009,1996,1,0,1,0,0,0,1
1995,2009,0.5,0.5,0,0,0,1,0
1999,2007,0,1,1,0,0,1,0
1999,2007,1,0,1,0,0,0,1
1999,2007,1,0,1,0,0,0,1
1999,2007,1,0,1,0,0,0,1
1999,2007,1,0,0,0,1,0,1
2025,2024,0,1,1,0,0,0,1
2917,321,1,0,1,0,0,1,0
2776,322,0.5,0.5,0,0,0,0,1
2978,268,0.5,0.5,0,0,0,0,1
2776,324,1,0,0,0,1,1,0
2970,269,0,1,0,0,1,0,1
2776,326,0.5,0.5,0,0,0,0,1
2978,270,0.5,0.5,0,0,0,0,1
2777,378,1,0,0,0,1,1,0
2781,328,1,0,0,0,1,0,1
2915,272,0.5,0.5,0,0,0,0,1
2783,381,1,0,0,0,1,1,0
2096,2381,0.5,0.5,0,0,0,0,1
2905,273,0,1,0,0,1,0,1
2020,2379,0,1,1,0,0,0,1
2375,2173,1,0,0,0,1,0,1
1993,2413,0,1,0,0,1,0,1
2412,1994,1,0,0,0,1,0,1
2022,499,1,0,1,0,0,1,0
2960,403,0,1,0,0,1,0,1
2642,421,1,0,0,0,1,1,0
2964,405,0.5,0.5,0,0,0,0,1
2638,424,1,0,0,0,1,0,1
2024,2013,0.5,0.5,0,0,0,0,1
2014,2027,1,0,1,0,0,0,1
2036,2005,0,1,1,0,0,0,1
2689,408,0,1,0,0,1,0,1
2357,363,1,0,0,0,1,0,1
2652,332,1,0,0,0,1,0,1
2774,338,0,1,0,0,1,0,1
2674,414,0,1,0,0,1,0,1
2668,335,1,0,0,0,1,0,1
2359,364,1,0,0,0,1,0,1
2674,420,1,0,1,0,0,0,1
2660,339,0.5,0.5,0,0,0,0,1
2660,1437,1,0,0,0,1,0,1
2085,447,1,0,1,0,0,0,1
2785,384,0.5,0.5,0,0,0,1,0
1792,2935,0,1,1,0,0,0,1
2541,297,0,1,0,0,1,0,1
2079,251,0.5,0.5,0,0,0,0,1
1965,448,1,0,1,0,0,0,1
2089,297,1,0,1,0,0,0,1
2680,271,1,0,1,0,0,0,1
2005,152,1,0,0,0,1,0,1
2539,152,0,1,1,0,0,0,1
2773,342,0,1,1,0,0,0,1
2161,1961,1,0,0,0,1,0,1
2684,272,0.5,0.5,0,0,0,0,1
2963,405,0.5,0.5,0,0,0,0,1
2933,428,0.5,0.5,0,0,0,0,1
2103,1966,1,0,1,0,0,0,1
2933,1640,1,0,0,0,1,0,1
1140,2933,0,1,1,0,0,0,1
1521,2539,0,1,1,0,0,0,1
1083,2933,0,1,0,0,1,0,1
2933,1083,1,0,0,0,1,0,1
1083,2933,0,1,0,0,1,0,1
2933,1083,1,0,1,0,0,0,1
1083,2933,0,1,0,0,1,0,1
2933,1083,1,0,1,0,0,0,1
1083,2933,0,1,0,0,1,0,1
2538,151,0,1,1,0,0,0,1
2777,345,0.5,0.5,0,0,0,0,1
2688,273,1,0,1,0,0,0,1
1079,2933,0,1,0,0,1,0,1
2933,1079,1,0,0,0,1,0,1
1079,2933,0,1,0,0,1,0,1
2933,1079,1,0,1,0,0,0,1
1079,2933,0,1,0,0,1,1,0
2537,150,0,1,1,0,0,0,1
2004,2084,0,1,0,0,1,1,0
2078,2010,1,0,1,0,0,0,1
2017,2071,0,1,0,0,1,0,1
2064,2024,1,0,0,0,1,1,0
2031,2057,0,1,0,0,1,1,0
2049,2039,1,0,0,1,0,1,0
2047,2041,0,1,0,0,1,0,1
2049,2039,0,1,1,0,0,0,1
2039,2049,0.5,0.5,0,0,0,0,1
2058,2030,0,1,1,0,0,0,1
2781,348,1,0,0,0,1,0,1
2676,274,0.5,0.5,0,0,0,0,1
2777,352,0,1,1,0,0,0,1
2032,450,1,0,1,0,0,0,1
2040,2022,0,1,1,0,0,0,1
2049,300,1,0,1,0,0,0,1
2041,2028,1,0,0,0,1,0,1
2036,2033,0,1,1,0,0,0,1
2041,2028,0,1,1,0,0,0,1
2036,2033,0,1,0,1,0,1,0
2041,2028,0,1,1,0,0,0,1
2036,2033,0,1,1,0,0,1,0
2025,2044,1,0,0,0,1,0,1
2036,2033,1,0,1,0,0,0,1
1793,2660,0,1,0,0,1,0,1
2025,2044,1,0,0,0,1,0,1
2053,2016,0,1,1,0,0,0,1
2688,274,1,0,1,0,0,0,1
2765,356,0,1,0,0,1,0,1
2024,2045,0,1,1,0,0,0,1
2045,2024,0.5,0.5,0,0,0,1,0
2701,276,1,0,0,0,1,0,1
2015,2054,1,0,0,0,1,1,0
2063,2006,0,1,0,0,1,1,0
2013,2056,0,1,1,0,0,1,0
2759,359,0.5,0.5,0,0,0,0,1
2057,2012,0.5,0.5,0,0,0,0,1
2019,2050,0,1,1,0,0,0,1
2104,450,1,0,0,0,1,0,1
2020,451,1,0,1,0,0,0,1
2042,2028,1,0,1,0,0,0,1
2036,2034,0,1,1,0,0,0,1
